Date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm
2009-10-27,AliceSprings,9.9,28.8,0.0,26.0,17.0,12.0,3.0
2009-10-28,AliceSprings,12.0,30.9,0.0,15.0,20.0,28.0,18.0
2009-10-29,AliceSprings,13.8,34.2,0.0,22.0,20.0,23.0,9.0
2009-10-30,AliceSprings,16.3,36.2,0.0,15.0,13.0,19.0,10.0
2009-10-31,AliceSprings,18.5,37.7,0.0,30.0,33.0,20.0,10.0
2009-11-01,AliceSprings,21.3,39.0,0.0,31.0,22.0,21.0,14.0
2009-11-02,AliceSprings,25.9,38.5,0.0,30.0,7.0,15.0,10.0
2009-11-03,AliceSprings,22.9,32.6,0.0,24.0,22.0,32.0,12.0
2009-11-04,AliceSprings,19.1,32.2,0.0,22.0,20.0,21.0,15.0
2009-11-05,AliceSprings,18.2,32.6,0.0,31.0,20.0,23.0,9.0
2009-11-06,AliceSprings,12.3,33.0,0.0,26.0,19.0,9.0,2.0
2009-11-07,AliceSprings,11.8,36.0,0.0,19.0,11.0,6.0,3.0
2009-11-08,AliceSprings,18.0,38.9,0.0,17.0,7.0,16.0,12.0
2009-11-09,AliceSprings,22.0,38.0,0.0,30.0,20.0,15.0,8.0
2009-11-10,AliceSprings,20.4,35.5,0.0,30.0,26.0,28.0,15.0
2009-11-11,AliceSprings,19.3,35.5,0.0,24.0,30.0,21.0,11.0
2009-11-12,AliceSprings,17.6,36.2,0.0,26.0,31.0,17.0,8.0
2009-11-13,AliceSprings,17.9,37.6,0.0,15.0,30.0,10.0,5.0
2009-11-14,AliceSprings,19.7,40.3,0.0,4.0,19.0,12.0,8.0
2009-11-15,AliceSprings,20.0,40.4,0.0,9.0,17.0,8.0,3.0
2009-11-16,AliceSprings,18.5,41.0,0.0,13.0,13.0,4.0,2.0
2009-11-17,AliceSprings,19.5,43.0,0.0,33.0,17.0,7.0,4.0
2009-11-18,AliceSprings,30.3,40.5,0.0,31.0,26.0,14.0,11.0
2009-11-19,AliceSprings,27.5,40.9,0.0,31.0,28.0,22.0,13.0
2009-11-20,AliceSprings,26.2,39.5,0.0,9.0,22.0,24.0,16.0
2009-11-21,AliceSprings,25.1,38.9,0.4,28.0,31.0,38.0,16.0
2009-11-22,AliceSprings,16.5,29.0,0.0,24.0,24.0,43.0,25.0
2009-11-23,AliceSprings,17.5,25.3,0.0,31.0,35.0,46.0,22.0
2009-11-24,AliceSprings,10.9,25.1,0.0,30.0,22.0,33.0,11.0
2009-11-25,AliceSprings,9.8,27.8,0.0,13.0,17.0,38.0,15.0
2009-11-26,AliceSprings,11.6,35.7,0.0,22.0,15.0,13.0,6.0
2009-11-27,AliceSprings,22.4,38.5,0.0,28.0,20.0,5.0,5.0
2009-11-28,AliceSprings,18.6,32.5,0.0,22.0,17.0,13.0,9.0
2009-11-29,AliceSprings,15.1,32.9,0.0,20.0,20.0,16.0,7.0
2009-11-30,AliceSprings,15.4,32.5,0.0,15.0,13.0,28.0,11.0
2009-12-01,AliceSprings,15.0,33.2,0.0,19.0,15.0,17.0,6.0
2009-12-02,AliceSprings,13.8,33.8,0.0,22.0,13.0,14.0,8.0
2009-12-03,AliceSprings,14.6,37.3,0.0,17.0,13.0,12.0,3.0
2009-12-04,AliceSprings,15.2,38.9,0.0,26.0,20.0,4.0,1.0
2009-12-05,AliceSprings,18.5,38.4,0.0,24.0,24.0,12.0,5.0
2009-12-06,AliceSprings,20.3,38.3,0.0,28.0,19.0,8.0,4.0
2009-12-07,AliceSprings,19.0,42.6,0.0,15.0,9.0,5.0,5.0
2009-12-08,AliceSprings,28.6,43.2,0.0,17.0,28.0,6.0,4.0
2009-12-09,AliceSprings,24.2,37.0,0.0,28.0,24.0,26.0,14.0
2009-12-10,AliceSprings,24.9,31.8,0.0,11.0,26.0,41.0,28.0
2009-12-11,AliceSprings,19.0,21.0,11.0,31.0,20.0,50.0,55.0
2009-12-12,AliceSprings,14.4,30.5,0.0,24.0,24.0,27.0,16.0
2009-12-13,AliceSprings,19.4,30.4,0.0,19.0,22.0,12.0,17.0
2009-12-14,AliceSprings,16.7,33.7,0.0,11.0,15.0,31.0,18.0
2009-12-15,AliceSprings,20.4,35.8,0.0,20.0,15.0,28.0,13.0
2009-12-16,AliceSprings,21.0,39.5,0.0,15.0,11.0,30.0,15.0
2009-12-17,AliceSprings,27.7,38.6,0.0,26.0,33.0,38.0,21.0
2009-12-18,AliceSprings,22.4,28.3,0.0,24.0,20.0,57.0,57.0
2009-12-19,AliceSprings,21.1,33.7,0.0,30.0,20.0,46.0,28.0
2009-12-20,AliceSprings,19.9,36.4,0.0,28.0,13.0,12.0,17.0
2009-12-21,AliceSprings,22.8,38.3,0.0,20.0,15.0,8.0,15.0
2009-12-22,AliceSprings,20.8,40.3,0.0,17.0,7.0,7.0,5.0
2009-12-23,AliceSprings,27.5,39.8,0.0,24.0,33.0,36.0,23.0
2009-12-24,AliceSprings,24.9,30.1,0.0,37.0,35.0,57.0,47.0
2009-12-25,AliceSprings,17.5,30.4,0.0,22.0,24.0,47.0,23.0
2009-12-26,AliceSprings,15.7,33.5,0.0,20.0,20.0,23.0,11.0
2009-12-27,AliceSprings,16.1,35.0,0.0,19.0,17.0,17.0,9.0
2009-12-28,AliceSprings,16.9,36.3,0.0,20.0,26.0,13.0,6.0
2009-12-29,AliceSprings,20.3,37.5,0.0,19.0,24.0,12.0,9.0
2009-12-30,AliceSprings,22.0,39.8,0.0,13.0,13.0,24.0,11.0
2009-12-31,AliceSprings,24.7,40.3,0.0,9.0,15.0,33.0,17.0
2010-01-01,AliceSprings,27.2,41.3,0.0,17.0,20.0,25.0,14.0
2010-01-02,AliceSprings,25.3,35.6,0.0,30.0,30.0,29.0,21.0
2010-01-03,AliceSprings,21.3,35.5,0.0,24.0,26.0,16.0,18.0
2010-01-04,AliceSprings,19.9,35.8,0.0,24.0,15.0,15.0,8.0
2010-01-05,AliceSprings,24.2,34.6,0.0,19.0,19.0,11.0,12.0
2010-01-06,AliceSprings,23.5,31.6,0.4,20.0,30.0,75.0,62.0
2010-01-07,AliceSprings,20.6,23.4,27.0,31.0,24.0,94.0,93.0
2010-01-08,AliceSprings,21.0,29.2,33.0,22.0,35.0,94.0,70.0
2010-01-09,AliceSprings,21.7,29.3,58.8,20.0,17.0,96.0,67.0
2010-01-10,AliceSprings,21.8,30.4,4.6,20.0,9.0,70.0,80.0
2010-01-11,AliceSprings,22.5,34.5,12.2,19.0,6.0,47.0,28.0
2010-01-12,AliceSprings,22.7,35.9,0.0,15.0,11.0,46.0,28.0
2010-01-13,AliceSprings,22.0,30.6,0.0,24.0,19.0,59.0,38.0
2010-01-14,AliceSprings,20.2,34.5,0.0,26.0,17.0,44.0,24.0
2010-01-15,AliceSprings,21.5,35.9,0.0,20.0,13.0,22.0,15.0
2010-01-16,AliceSprings,20.7,37.5,0.0,6.0,22.0,28.0,8.0
2010-01-17,AliceSprings,19.7,33.3,0.0,26.0,24.0,25.0,18.0
2010-01-18,AliceSprings,16.4,31.1,0.0,30.0,24.0,25.0,17.0
2010-01-19,AliceSprings,16.3,33.0,0.0,17.0,26.0,24.0,9.0
2010-01-20,AliceSprings,16.0,34.3,0.0,15.0,11.0,19.0,10.0
2010-01-21,AliceSprings,17.6,37.8,0.0,4.0,11.0,14.0,7.0
2010-01-22,AliceSprings,21.8,40.7,0.0,11.0,13.0,15.0,7.0
2010-01-23,AliceSprings,21.2,38.8,0.0,15.0,13.0,26.0,10.0
2010-01-24,AliceSprings,22.3,39.3,0.0,17.0,15.0,25.0,14.0
2010-01-25,AliceSprings,22.7,39.7,0.0,19.0,22.0,19.0,12.0
2010-01-26,AliceSprings,21.3,40.6,0.0,9.0,26.0,17.0,10.0
2010-01-27,AliceSprings,25.7,39.8,0.0,20.0,17.0,34.0,22.0
2010-01-28,AliceSprings,24.1,39.2,0.0,11.0,19.0,38.0,22.0
2010-01-29,AliceSprings,21.4,35.4,1.0,17.0,30.0,62.0,27.0
2010-01-30,AliceSprings,21.5,36.0,0.0,13.0,24.0,43.0,18.0
2010-01-31,AliceSprings,20.7,38.1,0.0,0.0,33.0,27.0,10.0
2010-02-01,AliceSprings,21.9,36.6,0.0,9.0,26.0,34.0,15.0
2010-02-02,AliceSprings,20.3,37.3,0.0,9.0,28.0,29.0,10.0
2010-02-03,AliceSprings,19.8,37.7,0.0,6.0,26.0,47.0,16.0
2010-02-04,AliceSprings,22.7,37.1,0.0,20.0,15.0,37.0,18.0
2010-02-05,AliceSprings,23.1,37.5,0.0,19.0,20.0,31.0,19.0
2010-02-06,AliceSprings,23.6,36.4,0.0,22.0,11.0,45.0,25.0
2010-02-07,AliceSprings,23.2,36.6,0.0,17.0,19.0,21.0,15.0
2010-02-08,AliceSprings,17.6,36.1,0.0,7.0,15.0,21.0,19.0
2010-02-09,AliceSprings,22.4,37.2,0.0,15.0,15.0,36.0,20.0
2010-02-10,AliceSprings,22.7,36.5,0.0,13.0,15.0,42.0,27.0
2010-02-11,AliceSprings,24.5,37.7,0.0,7.0,20.0,45.0,25.0
2010-02-12,AliceSprings,25.6,36.1,0.2,9.0,13.0,57.0,69.0
2010-02-13,AliceSprings,21.2,33.0,2.2,9.0,17.0,80.0,40.0
2010-02-14,AliceSprings,20.0,34.9,0.0,9.0,28.0,47.0,19.0
2010-02-15,AliceSprings,19.5,35.1,0.0,9.0,17.0,39.0,16.0
2010-02-16,AliceSprings,19.1,36.4,0.0,9.0,17.0,31.0,12.0
2010-02-17,AliceSprings,19.4,35.2,0.0,17.0,24.0,29.0,12.0
2010-02-18,AliceSprings,18.9,35.5,0.0,6.0,31.0,32.0,13.0
2010-02-19,AliceSprings,21.2,35.6,0.0,17.0,17.0,33.0,17.0
2010-02-20,AliceSprings,20.8,37.6,0.0,13.0,7.0,36.0,22.0
2010-02-21,AliceSprings,22.9,38.3,0.0,19.0,17.0,40.0,22.0
2010-02-22,AliceSprings,25.0,38.8,0.0,20.0,24.0,42.0,17.0
2010-02-23,AliceSprings,21.9,33.0,0.0,15.0,31.0,62.0,64.0
2010-02-24,AliceSprings,21.4,24.4,57.4,22.0,15.0,86.0,96.0
2010-02-25,AliceSprings,20.9,27.5,31.8,22.0,22.0,88.0,71.0
2010-02-26,AliceSprings,19.8,27.0,1.2,13.0,28.0,85.0,77.0
2010-02-27,AliceSprings,20.2,23.8,27.6,15.0,20.0,98.0,96.0
2010-02-28,AliceSprings,18.8,19.8,62.0,30.0,28.0,96.0,95.0
2010-03-01,AliceSprings,16.7,20.4,28.0,31.0,24.0,96.0,93.0
2010-03-02,AliceSprings,17.2,25.3,1.8,19.0,24.0,53.0,49.0
2010-03-03,AliceSprings,18.3,25.8,0.0,13.0,17.0,65.0,53.0
2010-03-04,AliceSprings,16.4,30.7,1.4,11.0,15.0,65.0,23.0
2010-03-05,AliceSprings,17.0,34.3,0.0,0.0,15.0,44.0,15.0
2010-03-06,AliceSprings,18.4,29.6,0.0,15.0,15.0,37.0,36.0
2010-03-07,AliceSprings,15.1,27.8,0.0,19.0,15.0,35.0,26.0
2010-03-08,AliceSprings,14.1,28.8,0.0,13.0,13.0,42.0,29.0
2010-03-09,AliceSprings,15.2,28.7,0.0,19.0,19.0,39.0,37.0
2010-03-10,AliceSprings,13.8,28.0,0.0,19.0,24.0,40.0,26.0
2010-03-11,AliceSprings,16.1,25.9,0.0,30.0,26.0,36.0,29.0
2010-03-12,AliceSprings,12.1,27.4,0.0,17.0,22.0,40.0,35.0
2010-03-13,AliceSprings,18.4,28.7,0.0,9.0,20.0,58.0,40.0
2010-03-14,AliceSprings,18.6,30.4,0.0,9.0,15.0,84.0,46.0
2010-03-15,AliceSprings,18.3,31.5,0.0,15.0,20.0,47.0,31.0
2010-03-16,AliceSprings,19.2,31.6,0.0,13.0,13.0,56.0,33.0
2010-03-17,AliceSprings,18.4,32.2,0.0,15.0,17.0,46.0,32.0
2010-03-18,AliceSprings,17.3,31.6,0.0,11.0,11.0,44.0,28.0
2010-03-19,AliceSprings,17.3,31.9,0.0,15.0,20.0,44.0,26.0
2010-03-20,AliceSprings,16.3,31.2,0.0,11.0,17.0,41.0,25.0
2010-03-21,AliceSprings,15.4,31.5,0.0,17.0,31.0,45.0,22.0
2010-03-22,AliceSprings,14.6,32.4,0.0,9.0,26.0,44.0,31.0
2010-03-23,AliceSprings,20.7,31.5,0.0,30.0,33.0,37.0,38.0
2010-03-24,AliceSprings,22.5,32.0,0.0,20.0,26.0,67.0,40.0
2010-03-25,AliceSprings,19.9,31.6,0.0,15.0,22.0,39.0,31.0
2010-03-26,AliceSprings,16.6,32.0,0.0,7.0,24.0,42.0,25.0
2010-03-27,AliceSprings,17.7,31.9,0.0,9.0,15.0,43.0,26.0
2010-03-28,AliceSprings,17.4,33.6,0.0,0.0,6.0,48.0,25.0
2010-03-29,AliceSprings,21.7,34.1,0.0,4.0,17.0,37.0,26.0
2010-03-30,AliceSprings,19.8,31.5,0.0,20.0,24.0,55.0,35.0
2010-03-31,AliceSprings,17.8,30.5,0.0,17.0,19.0,53.0,29.0
2010-04-01,AliceSprings,15.3,30.0,0.0,19.0,26.0,48.0,20.0
2010-04-02,AliceSprings,14.1,30.0,0.0,11.0,28.0,50.0,29.0
2010-04-03,AliceSprings,13.6,30.5,0.0,13.0,13.0,32.0,24.0
2010-04-04,AliceSprings,16.6,31.9,0.0,15.0,13.0,44.0,35.0
2010-04-05,AliceSprings,19.0,33.7,0.0,15.0,15.0,55.0,33.0
2010-04-06,AliceSprings,22.2,36.0,0.6,24.0,28.0,51.0,28.0
2010-04-07,AliceSprings,24.9,35.4,0.4,26.0,22.0,53.0,30.0
2010-04-08,AliceSprings,22.4,31.4,7.8,9.0,9.0,84.0,54.0
2010-04-09,AliceSprings,20.0,30.8,15.4,17.0,9.0,93.0,53.0
2010-04-10,AliceSprings,20.8,25.1,0.6,15.0,24.0,91.0,91.0
2010-04-11,AliceSprings,18.5,22.3,14.8,24.0,15.0,89.0,75.0
2010-04-12,AliceSprings,17.1,23.8,0.2,17.0,20.0,89.0,52.0
2010-04-13,AliceSprings,13.1,22.5,0.0,11.0,17.0,72.0,60.0
2010-04-14,AliceSprings,10.8,24.1,0.0,9.0,20.0,69.0,34.0
2010-04-15,AliceSprings,8.6,24.8,0.0,2.0,15.0,66.0,25.0
2010-04-16,AliceSprings,8.9,27.2,0.0,7.0,15.0,58.0,21.0
2010-04-17,AliceSprings,11.0,28.1,0.0,0.0,13.0,49.0,18.0
2010-04-18,AliceSprings,13.7,28.7,0.0,6.0,13.0,56.0,31.0
2010-04-19,AliceSprings,13.0,28.8,0.0,0.0,17.0,59.0,27.0
2010-04-20,AliceSprings,13.4,29.1,0.0,9.0,22.0,57.0,32.0
2010-04-21,AliceSprings,14.0,29.8,0.0,7.0,17.0,66.0,25.0
2010-04-22,AliceSprings,13.4,28.5,0.0,0.0,22.0,66.0,35.0
2010-04-23,AliceSprings,13.7,29.1,0.0,6.0,11.0,59.0,31.0
2010-04-24,AliceSprings,13.8,30.9,0.0,0.0,11.0,59.0,20.0
2010-04-25,AliceSprings,16.0,25.3,0.0,28.0,24.0,47.0,41.0
2010-04-26,AliceSprings,12.3,27.3,0.0,13.0,7.0,48.0,31.0
2010-04-27,AliceSprings,15.3,26.3,0.0,9.0,15.0,49.0,41.0
2010-04-28,AliceSprings,11.9,23.3,0.0,19.0,17.0,60.0,34.0
2010-04-29,AliceSprings,8.4,23.5,0.0,2.0,17.0,60.0,32.0
2010-04-30,AliceSprings,7.5,24.4,0.0,4.0,15.0,57.0,29.0
2010-05-01,AliceSprings,7.7,25.4,0.0,0.0,13.0,48.0,30.0
2010-05-02,AliceSprings,7.4,26.1,0.0,7.0,13.0,59.0,26.0
2010-05-03,AliceSprings,8.3,29.3,0.0,0.0,9.0,51.0,19.0
2010-05-04,AliceSprings,10.4,29.3,0.0,7.0,15.0,44.0,16.0
2010-05-05,AliceSprings,10.1,22.4,0.0,17.0,17.0,49.0,35.0
2010-05-06,AliceSprings,5.5,20.8,0.0,11.0,17.0,50.0,26.0
2010-05-07,AliceSprings,4.9,20.1,0.0,0.0,20.0,59.0,22.0
2010-05-08,AliceSprings,2.4,21.5,0.0,2.0,19.0,49.0,18.0
2010-05-09,AliceSprings,3.2,22.9,0.0,4.0,15.0,50.0,24.0
2010-05-10,AliceSprings,3.7,26.1,0.0,2.0,11.0,50.0,15.0
2010-05-11,AliceSprings,5.6,24.9,0.0,0.0,22.0,38.0,19.0
2010-05-12,AliceSprings,6.5,21.2,0.0,22.0,17.0,45.0,28.0
2010-05-13,AliceSprings,3.5,22.0,0.0,15.0,13.0,56.0,26.0
2010-05-14,AliceSprings,4.2,26.9,0.0,6.0,17.0,44.0,22.0
2010-05-15,AliceSprings,15.5,23.4,0.0,7.0,20.0,28.0,29.0
2010-05-16,AliceSprings,16.0,22.3,0.0,7.0,7.0,84.0,65.0
2010-05-17,AliceSprings,6.3,21.6,0.0,6.0,11.0,70.0,34.0
2010-05-18,AliceSprings,4.6,21.3,0.0,7.0,15.0,64.0,33.0
2010-05-19,AliceSprings,3.9,21.4,0.0,7.0,17.0,61.0,34.0
2010-05-20,AliceSprings,12.9,14.9,4.8,11.0,13.0,94.0,91.0
2010-05-21,AliceSprings,13.2,20.2,5.0,11.0,17.0,80.0,50.0
2010-05-22,AliceSprings,13.1,22.6,0.0,7.0,17.0,68.0,38.0
2010-05-23,AliceSprings,13.8,27.5,0.0,39.0,28.0,54.0,51.0
2010-05-24,AliceSprings,18.5,27.9,0.2,9.0,24.0,73.0,39.0
2010-05-25,AliceSprings,10.5,22.9,0.0,17.0,19.0,45.0,33.0
2010-05-26,AliceSprings,7.5,22.0,0.0,4.0,13.0,75.0,37.0
2010-05-27,AliceSprings,6.8,21.7,0.0,9.0,20.0,69.0,42.0
2010-05-28,AliceSprings,14.6,23.5,1.6,28.0,26.0,76.0,30.0
2010-05-29,AliceSprings,7.0,19.4,0.0,17.0,17.0,66.0,35.0
2010-05-30,AliceSprings,3.7,17.2,0.0,13.0,17.0,74.0,33.0
2010-05-31,AliceSprings,1.6,18.2,0.0,0.0,9.0,71.0,31.0
2010-06-01,AliceSprings,1.9,20.9,0.0,9.0,11.0,63.0,22.0
2010-06-02,AliceSprings,2.6,19.9,0.0,0.0,17.0,66.0,27.0
2010-06-03,AliceSprings,1.7,18.4,0.0,7.0,19.0,64.0,33.0
2010-06-04,AliceSprings,3.1,18.6,0.0,6.0,17.0,64.0,37.0
2010-06-05,AliceSprings,3.5,18.7,0.0,11.0,17.0,60.0,31.0
2010-06-06,AliceSprings,2.7,17.8,0.0,11.0,31.0,63.0,30.0
2010-06-07,AliceSprings,4.4,17.7,0.0,13.0,13.0,69.0,39.0
2010-06-08,AliceSprings,2.6,18.5,0.0,4.0,13.0,50.0,27.0
2010-06-09,AliceSprings,6.3,18.5,0.0,6.0,26.0,56.0,39.0
2010-06-10,AliceSprings,9.8,16.9,0.0,24.0,20.0,54.0,36.0
2010-06-11,AliceSprings,4.0,16.2,0.0,13.0,22.0,58.0,35.0
2010-06-12,AliceSprings,1.3,14.9,0.0,13.0,22.0,63.0,34.0
2010-06-13,AliceSprings,0.3,16.2,0.0,9.0,31.0,61.0,31.0
2010-06-14,AliceSprings,-0.7,16.4,0.0,7.0,17.0,66.0,30.0
2010-06-15,AliceSprings,-2.7,17.5,0.0,4.0,15.0,50.0,18.0
2010-06-16,AliceSprings,-0.5,23.9,0.0,0.0,13.0,49.0,18.0
2010-06-17,AliceSprings,5.3,25.2,0.0,9.0,17.0,36.0,13.0
2010-06-18,AliceSprings,6.4,23.2,0.0,6.0,26.0,45.0,35.0
2010-06-19,AliceSprings,4.9,18.2,0.0,13.0,22.0,66.0,21.0
2010-06-20,AliceSprings,1.1,19.1,0.0,2.0,22.0,63.0,35.0
2010-06-21,AliceSprings,0.8,20.5,0.0,4.0,24.0,70.0,24.0
2010-06-22,AliceSprings,2.2,21.0,0.0,6.0,20.0,66.0,25.0
2010-06-23,AliceSprings,2.4,21.7,0.0,0.0,9.0,65.0,32.0
2010-06-24,AliceSprings,2.3,25.7,0.0,0.0,7.0,66.0,23.0
2010-06-25,AliceSprings,6.0,21.1,0.0,13.0,17.0,57.0,36.0
2010-06-26,AliceSprings,3.7,18.2,0.0,9.0,20.0,68.0,40.0
2010-06-27,AliceSprings,1.8,16.4,0.0,11.0,19.0,72.0,35.0
2010-06-28,AliceSprings,6.3,16.8,0.0,19.0,17.0,45.0,28.0
2010-06-29,AliceSprings,3.5,20.4,0.0,9.0,11.0,55.0,35.0
2010-06-30,AliceSprings,9.5,11.6,0.0,11.0,6.0,68.0,72.0
2010-07-01,AliceSprings,7.7,9.3,8.2,9.0,11.0,95.0,95.0
2010-07-02,AliceSprings,6.8,14.3,10.0,15.0,13.0,92.0,47.0
2010-07-03,AliceSprings,0.9,14.8,0.0,13.0,20.0,83.0,36.0
2010-07-04,AliceSprings,6.8,15.5,0.0,13.0,9.0,77.0,48.0
2010-07-05,AliceSprings,8.3,9.6,2.8,13.0,11.0,95.0,96.0
2010-07-06,AliceSprings,6.2,7.0,36.0,26.0,13.0,94.0,95.0
2010-07-07,AliceSprings,5.3,8.8,13.2,13.0,17.0,86.0,73.0
2010-07-08,AliceSprings,1.9,16.4,0.0,0.0,13.0,84.0,52.0
2010-07-09,AliceSprings,6.1,22.0,0.0,20.0,20.0,71.0,47.0
2010-07-10,AliceSprings,11.2,21.2,0.0,13.0,11.0,61.0,86.0
2010-07-11,AliceSprings,13.8,17.7,5.6,7.0,13.0,98.0,98.0
2010-07-12,AliceSprings,11.6,26.8,2.8,9.0,19.0,88.0,52.0
2010-07-13,AliceSprings,15.9,19.2,4.2,26.0,11.0,92.0,48.0
2010-07-14,AliceSprings,3.4,16.0,12.2,11.0,17.0,67.0,35.0
2010-07-15,AliceSprings,1.4,16.9,0.0,0.0,15.0,88.0,36.0
2010-07-16,AliceSprings,3.0,17.4,0.0,2.0,17.0,81.0,43.0
2010-07-17,AliceSprings,2.2,18.6,0.2,6.0,7.0,90.0,40.0
2010-07-18,AliceSprings,2.9,22.6,0.0,4.0,11.0,86.0,20.0
2010-07-19,AliceSprings,6.5,16.1,0.0,17.0,17.0,81.0,42.0
2010-07-20,AliceSprings,2.5,15.9,0.0,7.0,19.0,78.0,39.0
2010-07-21,AliceSprings,5.2,14.6,0.0,7.0,22.0,85.0,47.0
2010-07-22,AliceSprings,7.5,15.6,0.0,28.0,26.0,64.0,34.0
2010-07-23,AliceSprings,2.9,16.1,0.0,17.0,22.0,74.0,33.0
2010-07-24,AliceSprings,3.2,17.0,0.0,13.0,20.0,66.0,30.0
2010-07-25,AliceSprings,3.0,18.1,0.0,9.0,24.0,59.0,24.0
2010-07-26,AliceSprings,2.6,18.9,0.0,13.0,15.0,61.0,33.0
2010-07-27,AliceSprings,9.3,25.0,1.8,7.0,11.0,80.0,40.0
2010-07-28,AliceSprings,9.7,28.2,0.0,13.0,26.0,63.0,30.0
2010-07-29,AliceSprings,11.0,29.6,0.0,0.0,24.0,63.0,27.0
2010-07-30,AliceSprings,16.3,21.9,0.0,11.0,15.0,76.0,94.0
2010-07-31,AliceSprings,10.3,17.0,5.8,19.0,17.0,77.0,52.0
2010-08-01,AliceSprings,7.7,18.0,0.0,11.0,31.0,68.0,33.0
2010-08-02,AliceSprings,5.2,15.4,0.0,20.0,24.0,70.0,39.0
2010-08-03,AliceSprings,1.3,14.9,0.0,17.0,20.0,74.0,37.0
2010-08-04,AliceSprings,0.1,16.5,0.0,7.0,15.0,69.0,28.0
2010-08-05,AliceSprings,1.3,15.4,0.0,20.0,22.0,70.0,35.0
2010-08-06,AliceSprings,-0.9,15.9,0.0,7.0,13.0,65.0,25.0
2010-08-07,AliceSprings,-0.7,21.0,0.0,6.0,9.0,64.0,16.0
2010-08-08,AliceSprings,1.3,22.5,0.0,7.0,15.0,61.0,12.0
2010-08-09,AliceSprings,5.6,18.3,0.0,13.0,26.0,45.0,29.0
2010-08-10,AliceSprings,3.4,16.3,0.0,30.0,20.0,58.0,29.0
2010-08-11,AliceSprings,2.3,17.0,0.0,9.0,17.0,59.0,30.0
2010-08-12,AliceSprings,1.1,18.6,0.0,0.0,13.0,68.0,23.0
2010-08-13,AliceSprings,1.4,23.9,0.0,17.0,17.0,37.0,17.0
2010-08-14,AliceSprings,12.4,23.9,0.0,13.0,26.0,33.0,27.0
2010-08-15,AliceSprings,4.5,19.4,0.0,11.0,19.0,43.0,24.0
2010-08-16,AliceSprings,2.3,21.3,0.0,13.0,13.0,46.0,17.0
2010-08-17,AliceSprings,8.1,26.0,0.0,13.0,41.0,39.0,21.0
2010-08-18,AliceSprings,14.7,29.3,0.0,0.0,33.0,52.0,33.0
2010-08-19,AliceSprings,16.1,21.1,0.8,4.0,15.0,74.0,58.0
2010-08-20,AliceSprings,9.1,19.3,0.0,24.0,20.0,56.0,41.0
2010-08-21,AliceSprings,7.9,24.7,0.0,24.0,22.0,54.0,28.0
2010-08-22,AliceSprings,13.6,26.8,0.6,13.0,28.0,72.0,38.0
2010-08-23,AliceSprings,14.4,20.2,0.8,6.0,20.0,91.0,49.0
2010-08-24,AliceSprings,12.7,15.6,4.4,11.0,11.0,97.0,92.0
2010-08-25,AliceSprings,11.0,12.3,6.8,9.0,17.0,95.0,90.0
2010-08-26,AliceSprings,4.3,16.9,3.0,15.0,11.0,86.0,40.0
2010-08-27,AliceSprings,4.2,18.2,0.0,2.0,9.0,74.0,40.0
2010-08-28,AliceSprings,4.9,18.3,0.0,2.0,20.0,72.0,36.0
2010-08-29,AliceSprings,3.9,19.8,0.0,9.0,17.0,68.0,28.0
2010-08-30,AliceSprings,3.1,20.3,0.0,7.0,15.0,60.0,23.0
2010-08-31,AliceSprings,3.2,27.0,0.0,17.0,19.0,38.0,18.0
2010-09-01,AliceSprings,9.7,31.0,0.0,0.0,28.0,37.0,20.0
2010-09-02,AliceSprings,13.0,27.5,0.0,33.0,28.0,73.0,54.0
2010-09-03,AliceSprings,18.6,24.2,3.8,26.0,28.0,75.0,93.0
2010-09-04,AliceSprings,8.4,19.2,8.6,19.0,9.0,74.0,43.0
2010-09-05,AliceSprings,6.2,18.9,0.0,17.0,17.0,64.0,39.0
2010-09-06,AliceSprings,5.0,20.6,0.0,19.0,24.0,54.0,26.0
2010-09-07,AliceSprings,8.5,27.5,0.0,19.0,24.0,50.0,24.0
2010-09-08,AliceSprings,14.6,32.1,0.0,20.0,26.0,35.0,26.0
2010-09-09,AliceSprings,18.8,28.2,3.0,9.0,17.0,95.0,58.0
2010-09-10,AliceSprings,15.3,20.7,3.8,13.0,19.0,76.0,49.0
2010-09-11,AliceSprings,9.9,25.3,0.2,17.0,15.0,55.0,38.0
2010-09-12,AliceSprings,14.0,19.9,0.0,17.0,13.0,80.0,96.0
2010-09-13,AliceSprings,12.7,28.6,5.6,11.0,11.0,75.0,43.0
2010-09-14,AliceSprings,10.7,20.7,0.0,20.0,17.0,49.0,38.0
2010-09-15,AliceSprings,11.1,18.6,0.0,26.0,17.0,54.0,47.0
2010-09-16,AliceSprings,10.4,11.6,5.2,22.0,13.0,83.0,92.0
2010-09-17,AliceSprings,9.0,15.1,7.0,20.0,22.0,79.0,68.0
2010-09-18,AliceSprings,10.1,12.6,8.8,11.0,20.0,95.0,92.0
2010-09-19,AliceSprings,5.8,15.7,2.8,26.0,28.0,73.0,48.0
2010-09-20,AliceSprings,3.3,18.5,0.0,24.0,28.0,60.0,37.0
2010-09-21,AliceSprings,4.5,19.1,0.0,17.0,26.0,58.0,34.0
2010-09-22,AliceSprings,4.6,20.7,0.0,15.0,19.0,65.0,33.0
